,number,type,bbox_x,lines,width,height,ext,colorspace,xres,yres,bpc,transform,size_x,image,__x,line_no,idx,idx_val,size_y,flags,font,color,ascender,descender,text,origin,bbox_y,__y,span_no,x0,y0,x1,y1
55,36,0,"(41.52000045776367, 354.58441162109375, 111.0636978149414, 384.3048095703125)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'cylindrica Host', 'origin': (41.52000045776367, 381.6000061035156), 'bbox': (41.52000045776367, 373.5444030761719, 101.0989990234375, 384.3048095703125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.52000045776367, 373.5444030761719, 101.0989990234375, 384.3048095703125)}",,,,,,,,,,,number,2,25,25,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Host,"(41.52000045776367, 381.6000061035156)","(41.52000045776367, 373.5444030761719, 101.0989990234375, 384.3048095703125)",idx,0,41.52000045776367,373.5444030761719,101.0989990234375,384.3048095703125
56,38,0,"(41.040000915527344, 383.11920166015625, 147.8114013671875, 393.9048156738281)","{'spans': [{'size': 8.560503005981445, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'çylindrostachys', 'origin': (41.040000915527344, 391.20001220703125), 'bbox': (41.040000915527344, 383.11920166015625, 94.81517791748047, 393.57720947265625)}, {'size': 8.560503005981445, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Eig et Fein.br.', 'origin': (94.81517791748047, 391.20001220703125), 'bbox': (94.81517791748047, 383.1444091796875, 147.8114013671875, 393.9048156738281)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 383.11920166015625, 147.8114013671875, 393.9048156738281)}",,,,,,,,,,,number,0,26,26,8.560503005981445,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,çylindrostachys,"(41.040000915527344, 391.20001220703125)","(41.040000915527344, 383.11920166015625, 94.81517791748047, 393.57720947265625)",idx,0,41.040000915527344,383.11920166015625,94.81517791748047,393.57720947265625
57,38,0,"(41.040000915527344, 383.11920166015625, 147.8114013671875, 393.9048156738281)","{'spans': [{'size': 8.560503005981445, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'çylindrostachys', 'origin': (41.040000915527344, 391.20001220703125), 'bbox': (41.040000915527344, 383.11920166015625, 94.81517791748047, 393.57720947265625)}, {'size': 8.560503005981445, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Eig et Fein.br.', 'origin': (94.81517791748047, 391.20001220703125), 'bbox': (94.81517791748047, 383.1444091796875, 147.8114013671875, 393.9048156738281)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 383.11920166015625, 147.8114013671875, 393.9048156738281)}",,,,,,,,,,,number,0,26,26,8.560503005981445,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Eig,"(94.81517791748047, 391.20001220703125)","(94.81517791748047, 383.1444091796875, 147.8114013671875, 393.9048156738281)",idx,1,94.81517791748047,383.1444091796875,147.8114013671875,393.9048156738281
58,38,0,"(41.040000915527344, 383.11920166015625, 147.8114013671875, 393.9048156738281)","{'spans': [{'size': 8.560503005981445, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'çylindrostachys', 'origin': (41.040000915527344, 391.20001220703125), 'bbox': (41.040000915527344, 383.11920166015625, 94.81517791748047, 393.57720947265625)}, {'size': 8.560503005981445, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Eig et Fein.br.', 'origin': (94.81517791748047, 391.20001220703125), 'bbox': (94.81517791748047, 383.1444091796875, 147.8114013671875, 393.9048156738281)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 383.11920166015625, 147.8114013671875, 393.9048156738281)}",,,,,,,,,,,number,0,26,26,8.560503005981445,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,et,"(94.81517791748047, 391.20001220703125)","(94.81517791748047, 383.1444091796875, 147.8114013671875, 393.9048156738281)",idx,1,94.81517791748047,383.1444091796875,147.8114013671875,393.9048156738281
59,38,0,"(41.040000915527344, 383.11920166015625, 147.8114013671875, 393.9048156738281)","{'spans': [{'size': 8.560503005981445, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'çylindrostachys', 'origin': (41.040000915527344, 391.20001220703125), 'bbox': (41.040000915527344, 383.11920166015625, 94.81517791748047, 393.57720947265625)}, {'size': 8.560503005981445, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Eig et Fein.br.', 'origin': (94.81517791748047, 391.20001220703125), 'bbox': (94.81517791748047, 383.1444091796875, 147.8114013671875, 393.9048156738281)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 383.11920166015625, 147.8114013671875, 393.9048156738281)}",,,,,,,,,,,number,0,26,26,8.560503005981445,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Fein.br.,"(94.81517791748047, 391.20001220703125)","(94.81517791748047, 383.1444091796875, 147.8114013671875, 393.9048156738281)",idx,1,94.81517791748047,383.1444091796875,147.8114013671875,393.9048156738281
60,40,0,"(41.279998779296875, 392.95916748046875, 78.42052459716797, 403.7447814941406)","{'spans': [{'size': 8.707725524902344, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'incurva', 'origin': (41.279998779296875, 401.03997802734375), 'bbox': (41.279998779296875, 392.95916748046875, 68.73928833007812, 403.41717529296875)}, {'size': 8.672974586486816, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.', 'origin': (68.73928833007812, 401.03997802734375), 'bbox': (68.73928833007812, 392.984375, 78.42052459716797, 403.7447814941406)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.279998779296875, 392.95916748046875, 78.42052459716797, 403.7447814941406)}",,,,,,,,,,,number,0,27,27,8.707725524902344,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,incurva,"(41.279998779296875, 401.03997802734375)","(41.279998779296875, 392.95916748046875, 68.73928833007812, 403.41717529296875)",idx,0,41.279998779296875,392.95916748046875,68.73928833007812,403.41717529296875
61,40,0,"(41.279998779296875, 392.95916748046875, 78.42052459716797, 403.7447814941406)","{'spans': [{'size': 8.707725524902344, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'incurva', 'origin': (41.279998779296875, 401.03997802734375), 'bbox': (41.279998779296875, 392.95916748046875, 68.73928833007812, 403.41717529296875)}, {'size': 8.672974586486816, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.', 'origin': (68.73928833007812, 401.03997802734375), 'bbox': (68.73928833007812, 392.984375, 78.42052459716797, 403.7447814941406)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.279998779296875, 392.95916748046875, 78.42052459716797, 403.7447814941406)}",,,,,,,,,,,number,0,27,27,8.672974586486816,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,L.,"(68.73928833007812, 401.03997802734375)","(68.73928833007812, 392.984375, 78.42052459716797, 403.7447814941406)",idx,1,68.73928833007812,392.984375,78.42052459716797,403.7447814941406
62,42,0,"(41.52000045776367, 402.3191833496094, 85.6680908203125, 413.10479736328125)","{'spans': [{'size': 8.69937515258789, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'incurvata', 'origin': (41.52000045776367, 410.3999938964844), 'bbox': (41.52000045776367, 402.3191833496094, 75.99004364013672, 412.7771911621094)}, {'size': 8.69937515258789, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.', 'origin': (75.99004364013672, 410.3999938964844), 'bbox': (75.99004364013672, 402.3443908691406, 85.6680908203125, 413.10479736328125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.52000045776367, 402.3191833496094, 85.6680908203125, 413.10479736328125)}",,,,,,,,,,,number,0,28,28,8.69937515258789,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,incurvata,"(41.52000045776367, 410.3999938964844)","(41.52000045776367, 402.3191833496094, 75.99004364013672, 412.7771911621094)",idx,0,41.52000045776367,402.3191833496094,75.99004364013672,412.7771911621094
63,42,0,"(41.52000045776367, 402.3191833496094, 85.6680908203125, 413.10479736328125)","{'spans': [{'size': 8.69937515258789, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'incurvata', 'origin': (41.52000045776367, 410.3999938964844), 'bbox': (41.52000045776367, 402.3191833496094, 75.99004364013672, 412.7771911621094)}, {'size': 8.69937515258789, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.', 'origin': (75.99004364013672, 410.3999938964844), 'bbox': (75.99004364013672, 402.3443908691406, 85.6680908203125, 413.10479736328125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.52000045776367, 402.3191833496094, 85.6680908203125, 413.10479736328125)}",,,,,,,,,,,number,0,28,28,8.69937515258789,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,L.,"(75.99004364013672, 410.3999938964844)","(75.99004364013672, 402.3443908691406, 85.6680908203125, 413.10479736328125)",idx,1,75.99004364013672,402.3443908691406,85.6680908203125,413.10479736328125
64,45,0,"(40.08000183105469, 411.94439697265625, 101.47544860839844, 441.9048156738281)","{'spans': [{'size': 8.646656036376953, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'juvenali∫', 'origin': (40.08000183105469, 420.0), 'bbox': (40.08000183105469, 411.94439697265625, 74.9345703125, 422.7048034667969)}, {'size': 8.465266227722168, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Thell.', 'origin': (74.93457794189453, 420.0), 'bbox': (74.93457794189453, 411.94439697265625, 101.47544860839844, 422.7048034667969)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (40.08000183105469, 411.94439697265625, 101.47544860839844, 422.7048034667969)}",,,,,,,,,,,number,0,29,29,8.646656036376953,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,juvenali∫,"(40.08000183105469, 420.0)","(40.08000183105469, 411.94439697265625, 74.9345703125, 422.7048034667969)",idx,0,40.08000183105469,411.94439697265625,74.9345703125,422.7048034667969
65,45,0,"(40.08000183105469, 411.94439697265625, 101.47544860839844, 441.9048156738281)","{'spans': [{'size': 8.646656036376953, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'juvenali∫', 'origin': (40.08000183105469, 420.0), 'bbox': (40.08000183105469, 411.94439697265625, 74.9345703125, 422.7048034667969)}, {'size': 8.465266227722168, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Thell.', 'origin': (74.93457794189453, 420.0), 'bbox': (74.93457794189453, 411.94439697265625, 101.47544860839844, 422.7048034667969)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (40.08000183105469, 411.94439697265625, 101.47544860839844, 422.7048034667969)}",,,,,,,,,,,number,0,29,29,8.465266227722168,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Thell.,"(74.93457794189453, 420.0)","(74.93457794189453, 411.94439697265625, 101.47544860839844, 422.7048034667969)",idx,1,74.93457794189453,411.94439697265625,101.47544860839844,422.7048034667969
66,45,0,"(40.08000183105469, 411.94439697265625, 101.47544860839844, 441.9048156738281)","{'spans': [{'size': 8.59792423248291, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'kotschyi Boiss.', 'origin': (41.279998779296875, 429.6000061035156), 'bbox': (41.279998779296875, 421.5444030761719, 96.9356918334961, 432.3048095703125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.279998779296875, 421.5444030761719, 96.9356918334961, 432.3048095703125)}",,,,,,,,,,,number,1,30,30,8.59792423248291,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,kotschyi,"(41.279998779296875, 429.6000061035156)","(41.279998779296875, 421.5444030761719, 96.9356918334961, 432.3048095703125)",idx,0,41.279998779296875,421.5444030761719,96.9356918334961,432.3048095703125
67,45,0,"(40.08000183105469, 411.94439697265625, 101.47544860839844, 441.9048156738281)","{'spans': [{'size': 8.59792423248291, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'kotschyi Boiss.', 'origin': (41.279998779296875, 429.6000061035156), 'bbox': (41.279998779296875, 421.5444030761719, 96.9356918334961, 432.3048095703125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.279998779296875, 421.5444030761719, 96.9356918334961, 432.3048095703125)}",,,,,,,,,,,number,1,30,30,8.59792423248291,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Boiss.,"(41.279998779296875, 429.6000061035156)","(41.279998779296875, 421.5444030761719, 96.9356918334961, 432.3048095703125)",idx,0,41.279998779296875,421.5444030761719,96.9356918334961,432.3048095703125
68,45,0,"(40.08000183105469, 411.94439697265625, 101.47544860839844, 441.9048156738281)","{'spans': [{'size': 8.623859405517578, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'ligustica Sav.', 'origin': (41.040000915527344, 439.20001220703125), 'bbox': (41.040000915527344, 431.1444091796875, 92.62030029296875, 441.9048156738281)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 431.1444091796875, 92.62030029296875, 441.9048156738281)}",,,,,,,,,,,number,2,31,31,8.623859405517578,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,ligustica,"(41.040000915527344, 439.20001220703125)","(41.040000915527344, 431.1444091796875, 92.62030029296875, 441.9048156738281)",idx,0,41.040000915527344,431.1444091796875,92.62030029296875,441.9048156738281
69,45,0,"(40.08000183105469, 411.94439697265625, 101.47544860839844, 441.9048156738281)","{'spans': [{'size': 8.623859405517578, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'ligustica Sav.', 'origin': (41.040000915527344, 439.20001220703125), 'bbox': (41.040000915527344, 431.1444091796875, 92.62030029296875, 441.9048156738281)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 431.1444091796875, 92.62030029296875, 441.9048156738281)}",,,,,,,,,,,number,2,31,31,8.623859405517578,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Sav.,"(41.040000915527344, 439.20001220703125)","(41.040000915527344, 431.1444091796875, 92.62030029296875, 441.9048156738281)",idx,0,41.040000915527344,431.1444091796875,92.62030029296875,441.9048156738281
70,47,0,"(41.040000915527344, 440.744384765625, 151.1500701904297, 470.7048034667969)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'longissima Schw. et', 'origin': (41.040000915527344, 448.79998779296875), 'bbox': (41.040000915527344, 440.744384765625, 116.25680541992188, 451.5047912597656)}, {'size': 8.435624122619629, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Muschl.', 'origin': (116.25679779052734, 448.79998779296875), 'bbox': (116.25679779052734, 440.744384765625, 151.1500701904297, 451.5047912597656)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 440.744384765625, 151.1500701904297, 451.5047912597656)}",,,,,,,,,,,number,0,32,32,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,longissima,"(41.040000915527344, 448.79998779296875)","(41.040000915527344, 440.744384765625, 116.25680541992188, 451.5047912597656)",idx,0,41.040000915527344,440.744384765625,116.25680541992188,451.5047912597656
71,47,0,"(41.040000915527344, 440.744384765625, 151.1500701904297, 470.7048034667969)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'longissima Schw. et', 'origin': (41.040000915527344, 448.79998779296875), 'bbox': (41.040000915527344, 440.744384765625, 116.25680541992188, 451.5047912597656)}, {'size': 8.435624122619629, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Muschl.', 'origin': (116.25679779052734, 448.79998779296875), 'bbox': (116.25679779052734, 440.744384765625, 151.1500701904297, 451.5047912597656)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 440.744384765625, 151.1500701904297, 451.5047912597656)}",,,,,,,,,,,number,0,32,32,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Schw.,"(41.040000915527344, 448.79998779296875)","(41.040000915527344, 440.744384765625, 116.25680541992188, 451.5047912597656)",idx,0,41.040000915527344,440.744384765625,116.25680541992188,451.5047912597656
72,47,0,"(41.040000915527344, 440.744384765625, 151.1500701904297, 470.7048034667969)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'longissima Schw. et', 'origin': (41.040000915527344, 448.79998779296875), 'bbox': (41.040000915527344, 440.744384765625, 116.25680541992188, 451.5047912597656)}, {'size': 8.435624122619629, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Muschl.', 'origin': (116.25679779052734, 448.79998779296875), 'bbox': (116.25679779052734, 440.744384765625, 151.1500701904297, 451.5047912597656)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 440.744384765625, 151.1500701904297, 451.5047912597656)}",,,,,,,,,,,number,0,32,32,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,et,"(41.040000915527344, 448.79998779296875)","(41.040000915527344, 440.744384765625, 116.25680541992188, 451.5047912597656)",idx,0,41.040000915527344,440.744384765625,116.25680541992188,451.5047912597656
73,47,0,"(41.040000915527344, 440.744384765625, 151.1500701904297, 470.7048034667969)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'longissima Schw. et', 'origin': (41.040000915527344, 448.79998779296875), 'bbox': (41.040000915527344, 440.744384765625, 116.25680541992188, 451.5047912597656)}, {'size': 8.435624122619629, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Muschl.', 'origin': (116.25679779052734, 448.79998779296875), 'bbox': (116.25679779052734, 440.744384765625, 151.1500701904297, 451.5047912597656)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 440.744384765625, 151.1500701904297, 451.5047912597656)}",,,,,,,,,,,number,0,32,32,8.435624122619629,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Muschl.,"(116.25679779052734, 448.79998779296875)","(116.25679779052734, 440.744384765625, 151.1500701904297, 451.5047912597656)",idx,1,116.25679779052734,440.744384765625,151.1500701904297,451.5047912597656
74,47,0,"(41.040000915527344, 440.744384765625, 151.1500701904297, 470.7048034667969)","{'spans': [{'size': 8.613420486450195, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'lorentii', 'origin': (41.040000915527344, 458.1600036621094), 'bbox': (41.040000915527344, 450.0791931152344, 66.24727630615234, 460.5372009277344)}, {'size': 8.613420486450195, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Hoschstt.', 'origin': (66.24727630615234, 458.1600036621094), 'bbox': (66.24727630615234, 450.1044006347656, 104.57803344726562, 460.86480712890625)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 450.0791931152344, 104.57803344726562, 460.86480712890625)}",,,,,,,,,,,number,1,33,33,8.613420486450195,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,lorentii,"(41.040000915527344, 458.1600036621094)","(41.040000915527344, 450.0791931152344, 66.24727630615234, 460.5372009277344)",idx,0,41.040000915527344,450.0791931152344,66.24727630615234,460.5372009277344
75,47,0,"(41.040000915527344, 440.744384765625, 151.1500701904297, 470.7048034667969)","{'spans': [{'size': 8.613420486450195, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'lorentii', 'origin': (41.040000915527344, 458.1600036621094), 'bbox': (41.040000915527344, 450.0791931152344, 66.24727630615234, 460.5372009277344)}, {'size': 8.613420486450195, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Hoschstt.', 'origin': (66.24727630615234, 458.1600036621094), 'bbox': (66.24727630615234, 450.1044006347656, 104.57803344726562, 460.86480712890625)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 450.0791931152344, 104.57803344726562, 460.86480712890625)}",,,,,,,,,,,number,1,33,33,8.613420486450195,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Hoschstt.,"(66.24727630615234, 458.1600036621094)","(66.24727630615234, 450.1044006347656, 104.57803344726562, 460.86480712890625)",idx,1,66.24727630615234,450.1044006347656,104.57803344726562,460.86480712890625
76,47,0,"(41.040000915527344, 440.744384765625, 151.1500701904297, 470.7048034667969)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'ovata L.', 'origin': (41.040000915527344, 468.0), 'bbox': (41.040000915527344, 459.94439697265625, 73.62379455566406, 470.7048034667969)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 459.94439697265625, 73.62379455566406, 470.7048034667969)}",,,,,,,,,,,number,2,34,34,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,ovata,"(41.040000915527344, 468.0)","(41.040000915527344, 459.94439697265625, 73.62379455566406, 470.7048034667969)",idx,0,41.040000915527344,459.94439697265625,73.62379455566406,470.7048034667969
77,47,0,"(41.040000915527344, 440.744384765625, 151.1500701904297, 470.7048034667969)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'ovata L.', 'origin': (41.040000915527344, 468.0), 'bbox': (41.040000915527344, 459.94439697265625, 73.62379455566406, 470.7048034667969)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 459.94439697265625, 73.62379455566406, 470.7048034667969)}",,,,,,,,,,,number,2,34,34,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,L.,"(41.040000915527344, 468.0)","(41.040000915527344, 459.94439697265625, 73.62379455566406, 470.7048034667969)",idx,0,41.040000915527344,459.94439697265625,73.62379455566406,470.7048034667969
78,49,0,"(41.52000045776367, 469.30438232421875, 170.0509033203125, 480.0647888183594)","{'spans': [{'size': 8.46518325805664, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'peregrina(Hack.)', 'origin': (41.52000045776367, 477.3599853515625), 'bbox': (41.52000045776367, 469.30438232421875, 107.54342651367188, 480.0647888183594)}, {'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Maire et Weiller', 'origin': (107.54350280761719, 477.3599853515625), 'bbox': (107.54350280761719, 469.30438232421875, 170.0509033203125, 480.0647888183594)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.52000045776367, 469.30438232421875, 170.0509033203125, 480.0647888183594)}",,,,,,,,,,,number,0,35,35,8.46518325805664,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,peregrina(Hack.),"(41.52000045776367, 477.3599853515625)","(41.52000045776367, 469.30438232421875, 107.54342651367188, 480.0647888183594)",idx,0,41.52000045776367,469.30438232421875,107.54342651367188,480.0647888183594
79,49,0,"(41.52000045776367, 469.30438232421875, 170.0509033203125, 480.0647888183594)","{'spans': [{'size': 8.46518325805664, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'peregrina(Hack.)', 'origin': (41.52000045776367, 477.3599853515625), 'bbox': (41.52000045776367, 469.30438232421875, 107.54342651367188, 480.0647888183594)}, {'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Maire et Weiller', 'origin': (107.54350280761719, 477.3599853515625), 'bbox': (107.54350280761719, 469.30438232421875, 170.0509033203125, 480.0647888183594)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.52000045776367, 469.30438232421875, 170.0509033203125, 480.0647888183594)}",,,,,,,,,,,number,0,35,35,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Maire,"(107.54350280761719, 477.3599853515625)","(107.54350280761719, 469.30438232421875, 170.0509033203125, 480.0647888183594)",idx,1,107.54350280761719,469.30438232421875,170.0509033203125,480.0647888183594
80,49,0,"(41.52000045776367, 469.30438232421875, 170.0509033203125, 480.0647888183594)","{'spans': [{'size': 8.46518325805664, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'peregrina(Hack.)', 'origin': (41.52000045776367, 477.3599853515625), 'bbox': (41.52000045776367, 469.30438232421875, 107.54342651367188, 480.0647888183594)}, {'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Maire et Weiller', 'origin': (107.54350280761719, 477.3599853515625), 'bbox': (107.54350280761719, 469.30438232421875, 170.0509033203125, 480.0647888183594)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.52000045776367, 469.30438232421875, 170.0509033203125, 480.0647888183594)}",,,,,,,,,,,number,0,35,35,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,et,"(107.54350280761719, 477.3599853515625)","(107.54350280761719, 469.30438232421875, 170.0509033203125, 480.0647888183594)",idx,1,107.54350280761719,469.30438232421875,170.0509033203125,480.0647888183594
